HITId,HITTypeId,Title,Description,Keywords,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.occu,Input.question,Input.url,Answer.Description_0,Answer.Description_1,Approve,Reject
36D1BWBEIQK9XQ8OR7CTU457K4RM2B,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,33CKWXB73N37Y02W5JYJTD3O4T511Q,AWGGLWWAXQGN0,136,100% (4/4),100% (4/4),100% (4/4),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/3.jpg,1,1,,
37AQKJ12U077UKSLJJX1H59PEP0TTB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3KYQYYSHYZQMMNP9REGP6BH5M1HODP,A1XCZSIB9QLS14,15,100% (7/7),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/4.jpg,1,1,,
37AQKJ12U077UKSLJJX1H59PEP0TTB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,384PI804XWK7LVG8MJ93B97NP1BS0X,A27QXQ22F9ODSP,31,100% (1/1),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/4.jpg,1,1,,
37AQKJ12U077UKSLJJX1H59PEP0TTB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3M0NZ3JDP5H3HEONEH9NOX0HTOM5Z0,AWGGLWWAXQGN0,142,100% (4/4),100% (4/4),100% (4/4),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/4.jpg,1,1,,
3LVTFB9DF81QXZENIF4ZDHJD4OTGQB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,35H6S234SEJ1T44CCCCCRZ7MOKQ56A,A3A448MW1VKCV,40,100% (15/15),100% (14/14),100% (14/14),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/5.jpg,1,1,,
3LVTFB9DF81QXZENIF4ZDHJD4OTGQB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3I2PTA7R3XDXL58ZY8UGZT7VLBWKQ6,A3TDRHK841GOSB,51,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/5.jpg,1,1,,
3LVTFB9DF81QXZENIF4ZDHJD4OTGQB,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,39LNWE0K4YFY73PSFET9WEP7WSDIUY,AGYT38VVSA48K,72,100% (6/6),100% (6/6),100% (6/6),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/5.jpg,1,1,,
3CO05SML8YOTYWI2HS4WXF62TT6R0K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3KOPY89HMCLA3KWFICI8L6E7WUIJ33,A2AMYX1J96G2JG,117,100% (6/6),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,1,,
3CO05SML8YOTYWI2HS4WXF62TT6R0K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3F0BG9B9MT6IZSS16OM18A5BE0DY7H,A3HV9YOZT0OQIU,31,100% (1/1),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,1,,
3CO05SML8YOTYWI2HS4WXF62TT6R0K,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3DUZQ9U6SQ7NEWHOPGXSW2XDJXOSVP,A3MZUG72V5PSN6,65,100% (12/12),100% (12/12),100% (12/12),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,1,,
3DWGDA5PPINLYSK1MVD6CHEFJRQ1VR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,31LM9EDVOPBH7OPP0V2NUKCD1B9NJN,A28TA25NJGLL3Y,12,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/7.jpg,1,1,,
3DWGDA5PPINLYSK1MVD6CHEFJRQ1VR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3PB5A5BD0ZPID171CI0V1AY794OG72,A2ERUBK10T8FOP,30,100% (5/5),100% (5/5),100% (5/5),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/7.jpg,1,1,,
3DWGDA5PPINLYSK1MVD6CHEFJRQ1VR,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3OSWBBLG1IG9GW31S53LPO8YY5MDXJ,A3QDDYBRNDFRXX,45,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/7.jpg,1,2,,
32LAQ1JNUC8MUX7AJONBM1VRX37TU2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3IGI0VL64B3V8ZGMG8US2GTZ05JNO6,A1OO3NW0VRJCQV,83,100% (1/1),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/8.jpg,1,1,,
32LAQ1JNUC8MUX7AJONBM1VRX37TU2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3II4UPYCONQP7Z2P6R8TVGC512ZDQM,A1UTY4CQSZ8NW,96,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/8.jpg,1,2,,
32LAQ1JNUC8MUX7AJONBM1VRX37TU2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3STRJBFXO0AADL0RFCOB4YII5IWKTL,A3MG9XS4W3FGOA,52,100% (1/1),100% (1/1),100% (1/1),bride,Is the image about bride?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/8.jpg,1,1,,
3S37Y8CWJBJF5GHPZN14WH4W2K1W48,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3634BBTX0SD9OLS2KPYAAEO4M5YFIW,A2T0CCRHLV7JLL,153,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/0.jpg,1,1,,
3S37Y8CWJBJF5GHPZN14WH4W2K1W48,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3R0T90IZ1WVOPI2X3Z86HWQLAFEGCU,ABY1RK8H6HC8C,34,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/0.jpg,1,2,,
3S37Y8CWJBJF5GHPZN14WH4W2K1W48,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3VJ40NV2QM6T3CL6D4G4BFZRPN5TOD,ATNY69UI91LMQ,124,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/0.jpg,1,2,,
3X2YVV51QXNYDHK6C5I2YJXTQ0S1W1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3EA3QWIZ4MEJ7QA3F93ZRI35DE6IT7,A2W6QFKXRQ5FCP,31,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/1.jpg,1,1,,
3X2YVV51QXNYDHK6C5I2YJXTQ0S1W1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3YDTZAI2W1ZOQZZFS1HLRBARGDF143,A3J5MWXU1NQQ3N,34,100% (10/10),100% (10/10),100% (10/10),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/1.jpg,1,1,,
3X2YVV51QXNYDHK6C5I2YJXTQ0S1W1,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3X08E93BHZ1XC84QHVMHJ5LMKF066Q,AH0NG7PISCRNQ,95,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/1.jpg,1,1,,
388FBO7J0UC5GTMVWTYOGNVC49WNYT,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3K9FOBBF2L2N2EDP3GE0AZP550ELNN,A2IV3SSVTU90BN,35,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/2.jpg,1,1,,
388FBO7J0UC5GTMVWTYOGNVC49WNYT,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3A0EX8ZRNC7514VRJ5YHDCR7XQ4YB3,A3QDDYBRNDFRXX,43,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/2.jpg,1,1,,
388FBO7J0UC5GTMVWTYOGNVC49WNYT,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3EF8EXOTT5EETHI0V84PXDZAYA5J1C,A40UXIF3STW15,55,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/2.jpg,1,1,,
3KVQ0UJWQ04X1ZLPDSKE19AA2GWW5D,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3SLE99ER0RW56U5WFR00RJ093K8ZBV,A151R2ZZG73SSA,16,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/3.jpg,1,1,,
3KVQ0UJWQ04X1ZLPDSKE19AA2GWW5D,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3Y5140Z9D1ZLFYHWYSUFM828OBLIP2,A367HZKP3V2WR,29,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/3.jpg,1,1,,
3KVQ0UJWQ04X1ZLPDSKE19AA2GWW5D,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,36ZN444YTVH3UY5VJSH0X8XIE6POIR,A3MZUG72V5PSN6,56,100% (12/12),100% (12/12),100% (12/12),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/3.jpg,1,2,,
3HUR21WDEX8ASN0ZYZLXEPMA6N6YXO,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3JRJSWSMQL42S4AN4B7HOQ1FRMME3D,A1UTY4CQSZ8NW,131,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/4.jpg,1,1,,
3HUR21WDEX8ASN0ZYZLXEPMA6N6YXO,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3LYA37P8IU6AHZ6AFQXQ44CWZBVBKL,A3OOJ7UQEPKM8F,99,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/4.jpg,2,1,,
3HUR21WDEX8ASN0ZYZLXEPMA6N6YXO,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,304SM51WA7N85IJIKZ6SVQ36G58BS2,A3VLYXEJ44AA4K,31,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/4.jpg,1,4,,
33KGGVH25X0D2HPWMAEO02B0Z2Y1XU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3Z4XG4ZF4CAXZ17ABXS53WUXNEP8X8,A10GX3KTL9QYNP,10,100% (49/49),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/5.jpg,2,1,,
33KGGVH25X0D2HPWMAEO02B0Z2Y1XU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3OF2M9AATK76ZX9QL4DTQMJZQEHKZ0,A2I2VRN2PLOU7T,53,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/5.jpg,1,2,,
33KGGVH25X0D2HPWMAEO02B0Z2Y1XU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3BWI6RSP7KSKTNBA6NA717DVWO8E7I,AWGGLWWAXQGN0,51,100% (4/4),100% (4/4),100% (4/4),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/5.jpg,1,1,,
3ZCC2DXSEANZSSQ93V7ZX3TJ8T0YYU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,33CUSNVVNRV7K0623PGDNXD4W5H881,A27BN3L3PUVO39,21,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/6.jpg,1,1,,
3ZCC2DXSEANZSSQ93V7ZX3TJ8T0YYU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,32M8BPYGAX5F2LOXV94SSZOGNKYGIW,A2I2VRN2PLOU7T,143,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/6.jpg,1,1,,
3ZCC2DXSEANZSSQ93V7ZX3TJ8T0YYU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3Z3ZLGNNSMDRP70SD22HI7QTAPAQ31,A2RC9V49MHS973,40,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/6.jpg,1,1,,
3Q2T3FD0PQRYI847V7QYDEAZQIRM3M,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4899395;OriginalHitTemplateId:928390828;,180,259200,3OE22WJIGM7BO1DBSMYI5GGTN2UQU9,A36TSXV3SXLWOQ,18,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://stablediffusionimages.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+groom/7.jpg,1,1,,
