HITId,HITTypeId,Title,Description,Keywords,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,AssignmentId,WorkerId,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.occu,Input.question,Input.url,Answer.Description_0,Answer.Description_1,Approve,Reject
307L9TDWK1B40QP7785YQTZZST7N3W,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3WRFBPLXRE76MAN0XAA0EDVOQZ83N3,A2E6Z6NDAES26P,4,100% (109/109),100% (109/109),100% (109/109),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
307L9TDWK1B40QP7785YQTZZST7N3W,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3DBQWDE4YAH90PA4BTYTTAT84VYN5C,A3VPLXN0T0AIBH,19,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
307L9TDWK1B40QP7785YQTZZST7N3W,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3SUWZRL0M2W1PNX5ND5FVTDZMY86EM,AOYOTGAGF02CH,10,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
3087LXLJ7PZWV6DTQX42GQSJNQ10F7,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3HSYG7LRBNHBA2A4L3AJ37VM7QOKKP,A37NZ5CUEO3RX7,29,100% (37/37),100% (29/29),100% (29/29),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/7.jpg,1,2,,
3087LXLJ7PZWV6DTQX42GQSJNQ10F7,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3JPSL1DZ5WI66VML6PPA1L9UW90AN6,A38CDYAQ00NBGE,4,100% (2/2),100% (2/2),100% (2/2),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/7.jpg,1,2,,
3087LXLJ7PZWV6DTQX42GQSJNQ10F7,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3S3AMIZX3YOLDYS6197YBBNOI8ICDR,AD1ILDUXZHASF,5,100% (206/206),100% (74/74),100% (74/74),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/7.jpg,1,2,,
308KJXFUKUP2FOTCDJ6KM0JXNLLATG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3LOTDFNYABIRPGC7962PB5XCM1HFWF,A38CDYAQ00NBGE,4,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
308KJXFUKUP2FOTCDJ6KM0JXNLLATG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3IX2EGZR7F22MMHHT2J434HNNTIJRI,A3NNDNMBKSZ22H,19,100% (43/43),100% (2/2),100% (2/2),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
308KJXFUKUP2FOTCDJ6KM0JXNLLATG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,33CUSNVVNRV7K0623PGDNXD4HQ188C,A3O0NNIW4KA2PV,6,100% (49/49),100% (6/6),100% (6/6),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt5/a+photo+of+a+groom/2.jpg,1,1,,
30EMX9PEWN27C1PJ0AEJ69Q7QE1KSG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,36WLNQG783T7VZE0J4MN69ZR0ZJBEC,A2E6Z6NDAES26P,6,100% (109/109),100% (109/109),100% (109/109),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+groom/2.jpg,1,1,,
30EMX9PEWN27C1PJ0AEJ69Q7QE1KSG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3907X2AHF4OH4D3U9P9NZSVRK092PN,A36WGC00R5TWWB,7,100% (53/53),100% (53/53),100% (53/53),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+groom/2.jpg,1,2,,
30EMX9PEWN27C1PJ0AEJ69Q7QE1KSG,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3MRNMEIQW9PEG2MCEM0XEUDBCHWDL8,A6KOTWP7N7RLU,15,100% (45/45),100% (42/42),100% (42/42),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+groom/2.jpg,1,1,,
30IRMPJWE22VBMP6LLEEGZLB4CIKRS,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3R9WASFE23ZVJBHCKTMWA9RU33LFZ5,A36WGC00R5TWWB,9,100% (53/53),100% (53/53),100% (53/53),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/6.jpg,1,2,,
30IRMPJWE22VBMP6LLEEGZLB4CIKRS,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3DEL4X4ELA4CE7YSO1QZ29IZ1EBXYL,A6KOTWP7N7RLU,9,100% (45/45),100% (42/42),100% (42/42),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/6.jpg,1,2,,
30IRMPJWE22VBMP6LLEEGZLB4CIKRS,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,33PPO7FECZYCQ1E6TJ3KMELJVD3ID0,A9GVQKHW5M6T7,19,0% (0/0),0% (0/0),0% (0/0),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+wedding/6.jpg,1,3,,
30QQTY5GNN3ZWZA36LKAH5395RM7UD,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3018Q3ZVOM9RLTEDZW6RA5E4X6PARU,A3VPLXN0T0AIBH,8,100% (2/2),100% (2/2),100% (2/2),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+groom/0.jpg,1,1,,
30QQTY5GNN3ZWZA36LKAH5395RM7UD,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,36DSNE9QZ9HZP9P11A2099CIC6ZOJF,A9GVQKHW5M6T7,10,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+groom/0.jpg,1,1,,
30QQTY5GNN3ZWZA36LKAH5395RM7UD,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3AMYWKA6YF5N1EAUHR8B057DQ0F6OR,AD1LOD0A1DZ9B,15,0% (0/0),0% (0/0),0% (0/0),groom,Is the image about groom?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt3/a+photo+of+a+groom/0.jpg,1,2,,
30UZJB2PPKV0A1J1389CWCZD18753O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3RU7GD8VPSCA9CKS34OTQA8VIU6SPE,A3O0NNIW4KA2PV,7,100% (49/49),100% (6/6),100% (6/6),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/7.jpg,1,4,,
30UZJB2PPKV0A1J1389CWCZD18753O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3J2UYBXQQPV2YXIBF660A4BVSXY06U,AD1ILDUXZHASF,7,100% (206/206),100% (74/74),100% (74/74),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/7.jpg,1,1,,
30UZJB2PPKV0A1J1389CWCZD18753O,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,33FBRBDW6SI9W3WFK1WIPJ9N7HMC8M,AQPFTUIJ0PW2N,16,100% (43/43),100% (43/43),100% (43/43),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/7.jpg,1,1,,
30Z7M1Q8V13JH41OALVPV4NA9808AP,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3F6HPJW4JHJ7OM0VLBNIRM3NDXB2WH,A3O0NNIW4KA2PV,6,100% (49/49),100% (6/6),100% (6/6),wedding,Is the image about wedding?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/0.jpg,1,1,,
30Z7M1Q8V13JH41OALVPV4NA9808AP,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3ZQIG0FLQIZGLDYX9L7TTR0YAV4WVJ,A6KOTWP7N7RLU,17,100% (45/45),100% (42/42),100% (42/42),wedding,Is the image about wedding?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/0.jpg,1,1,,
30Z7M1Q8V13JH41OALVPV4NA9808AP,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,30JNVC0ORD36JF7RSNRJM1R3EFDQHK,A9GVQKHW5M6T7,9,0% (0/0),0% (0/0),0% (0/0),wedding,Is the image about wedding?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt6/a+photo+of+a+wedding/0.jpg,1,1,,
30Z7M1Q8V13JH41OALVPV4NA980A8R,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,352YTHGROZWZUAKTUQK6JYQYINVH4T,A2FWZ6J3IT32RJ,8,100% (5/5),100% (5/5),100% (5/5),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,2,,
30Z7M1Q8V13JH41OALVPV4NA980A8R,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3QRYMNZ7F20BLRLUCPGRWQZMKYLNT4,A3NNDNMBKSZ22H,5,100% (43/43),100% (2/2),100% (2/2),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,2,,
30Z7M1Q8V13JH41OALVPV4NA980A8R,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,339ANSOTR9LK47KGL0P7QRG9FMZKIE,AD1ILDUXZHASF,5,100% (206/206),100% (74/74),100% (74/74),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt1/a+photo+of+a+bride/6.jpg,1,2,,
30ZKOOGW3ZP164H3B0MAGU02V2UA17,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,32UTUBMZ7KFOXA0MEUBX6DND0ULVB1,A1JMLIR4TD5QHT,10,100% (1/1),100% (1/1),100% (1/1),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,1,,
30ZKOOGW3ZP164H3B0MAGU02V2UA17,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3COPXFW7XFVCLT7KYVFRZOHL10TPKU,A1OFWSASAXNSQ3,55,100% (8/8),100% (8/8),100% (8/8),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,1,,
30ZKOOGW3ZP164H3B0MAGU02V2UA17,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3XIQGXAUMGRTZN2R1S0ZPWY2XF2X7K,A3O0NNIW4KA2PV,4,100% (49/49),100% (6/6),100% (6/6),groom,Is the image about groom?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+groom/6.jpg,1,1,,
311HQEI8SVZGIY4DC8JIYXIO7917Z2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3PM8NZGV82Z35576XR95PNFX25WQXD,A2MDKRQELUHL2,6,100% (33/33),0% (0/0),0% (0/0),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+bride/7.jpg,1,2,,
311HQEI8SVZGIY4DC8JIYXIO7917Z2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3C2NJ6JBKE0H1SRHTAWVV3QWKL82NR,A3NNDNMBKSZ22H,12,100% (43/43),100% (2/2),100% (2/2),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+bride/7.jpg,1,4,,
311HQEI8SVZGIY4DC8JIYXIO7917Z2,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3GDTJDAPVYUM5P86XQQWSFEZ1VP8MZ,AQPFTUIJ0PW2N,56,100% (43/43),100% (43/43),100% (43/43),bride,Is the image about bride?,https://mindalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt4/a+photo+of+a+bride/7.jpg,1,2,,
31ANT7FQOBLF49Q0ITYE060NKDP5HV,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3UOUJI6MTHXVXYENE0TAZOCM5Q1UXL,A1C8FN01981A69,6,99% (113/114),100% (13/13),100% (13/13),bride,Is the image about bride?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/2.jpg,1,2,,
31ANT7FQOBLF49Q0ITYE060NKDP5HV,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3H8DHMCCWDU3WW4UTMOWZU0WNHRKDC,A36WGC00R5TWWB,20,100% (53/53),100% (53/53),100% (53/53),bride,Is the image about bride?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/2.jpg,1,2,,
31ANT7FQOBLF49Q0ITYE060NKDP5HV,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3KAKFY4PGYLE89C90UX895Z740EI32,AOYOTGAGF02CH,14,100% (2/2),100% (2/2),100% (2/2),bride,Is the image about bride?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+bride/2.jpg,1,2,,
31D0ZWOD1DI1ZFWLFHIA2PHSQAO0AU,3W9SL2918IKM91FLIH1FNFXAW5MZBR,Culture Identification on Generated Images,Easy task! Identify whether a scene is Western or non-Western!,"culture, Western, image",3,BatchId:4759081;OriginalHitTemplateId:928390828;,180,259200,3PDJHANYK9ZD9XO7DEDLGWACEE16H3,A2519LCLPN7Y6I,27,100% (63/63),100% (53/53),100% (53/53),wedding,Is the image about wedding?,https://minidalle-images.s3.us-west-1.amazonaws.com/geographical/Prompt2/a+photo+of+a+wedding/0.jpg,2,4,,
